# Snapshot taken after final repairs; no path staged, committed, pushed, discarded, or reverted.
# status\tpath\tdisposition
??	dashboard/frontend/tests/memoryBoard.test.js	completed but uncommitted implementation
??	dashboard/frontend/tests/memoryBoardBrowserProof.mjs	completed but uncommitted implementation
??	docs/ACTIVATION_STATUS.md	completed but uncommitted implementation
??	hooks/receipt_completeness_check.md	completed but uncommitted implementation
??	hooks/runtime_guard.py	completed but uncommitted implementation
??	proofs/activation-2026-07-31/departments/aos-delivery-output.txt	intentional generated evidence
??	proofs/activation-2026-07-31/departments/aos-delivery-stderr.txt	intentional generated evidence
??	proofs/activation-2026-07-31/departments/aos-delivery-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/departments/aos-marketing-output.txt	intentional generated evidence
??	proofs/activation-2026-07-31/departments/aos-marketing-stderr.txt	intentional generated evidence
??	proofs/activation-2026-07-31/departments/aos-marketing-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/departments/aos-ops-output.txt	intentional generated evidence
??	proofs/activation-2026-07-31/departments/aos-ops-stderr.txt	intentional generated evidence
??	proofs/activation-2026-07-31/departments/aos-ops-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/departments/aos-revenue-output.txt	intentional generated evidence
??	proofs/activation-2026-07-31/departments/aos-revenue-stderr.txt	intentional generated evidence
??	proofs/activation-2026-07-31/departments/aos-revenue-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-delivery-doctor.txt	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-delivery-final-approval-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-delivery-refresh-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-delivery-registration-output.txt	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-delivery-registration-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-marketing-doctor.txt	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-marketing-final-approval-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-marketing-refresh-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-marketing-registration-output.txt	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-marketing-registration-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-ops-doctor.txt	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-ops-final-approval-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-ops-refresh-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-ops-registration-output.txt	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-ops-registration-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-orchestrator-doctor.txt	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-orchestrator-final-approval-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-orchestrator-refresh-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-orchestrator-registration-output.txt	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-orchestrator-registration-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-revenue-doctor.txt	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-revenue-final-approval-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/hooks/aos-revenue-refresh-usage.json	intentional generated evidence
??	proofs/activation-2026-07-31/orchestration/aos-delivery-output.txt	intentional generated evidence
